Fan-in,Fan-out,Combinational Logic Depth,Propagation delay (register to flip-flop) (ps),Propagation delay (flip-flop to register) (ps),Setup time (ps),Hold time (ps),Rise transition time (ps),Fall transition time (ps),Propagation delay (low to high) (ps),Propagation delay (high to low) (ps),Clock pulse (ps)
4,1,6,2096.03249587974,875.3827008677248,660.8272688592829,544.6501472594327,125.9426723697631,339.70163814948063,870.480405794314,722.4842576820334,22222.222222222223
5,5,7,1712.276646876622,384.0620237881807,545.7350576350234,515.7904084029734,1151.8803731265525,125.8146615166336,962.5501733882794,1651.0498393320997,7500.0
3,7,12,1268.8423071334566,2059.50042851489,209.0098294838274,410.6486694390517,1134.705723767288,505.77747080523443,534.3864745530828,155.16931794891187,8108.108108108107
5,10,18,2668.441460195392,1295.021128054155,1070.728805374132,368.13629496120905,955.1160791891855,326.9918428560209,911.2132240903521,650.4988940991532,60000.0
5,10,19,1359.6017900411155,2633.7672745670197,572.7544996563076,538.6124239396017,1190.1138077832115,310.29147248197415,1232.0149028301794,215.5607482664462,6185.567010309277
2,6,9,2504.818486573258,1577.6667480672043,281.8696634756722,135.63820233136724,680.7098593922998,1154.2435950933389,1381.9775900827917,1407.7658912523336,46153.84615384615
3,5,11,1485.6642531395896,2914.122255369749,479.2456600001101,75.0124224487723,1157.5559192886549,762.5825539553254,1386.4983789526539,1299.5405229111714,46153.84615384615
3,4,6,1317.7499594472506,800.9188923984271,532.1079178829767,166.5207968484367,146.1897463030959,694.8414252161892,1090.8570693260683,676.6717274770126,6593.406593406593
3,2,7,1549.2354213079373,2645.282553480149,1003.3932009462367,482.90961885910843,476.8760530179633,533.9836180165869,1639.32442198968,1255.1136757078827,16666.666666666664
5,4,10,1113.7202602431835,2396.8115025377024,896.3203938399982,49.76205203409549,316.93464552771303,548.9965401103644,1493.2451834742637,785.1745400091958,11538.461538461537
4,10,18,2318.545326475878,2381.4889805389403,937.0075787511273,362.1998959975891,283.2497159130678,676.6317043754121,1391.8408326936908,1390.50636958969,8823.529411764706
3,10,16,1657.3450532496936,2580.914715915597,72.57564144865782,597.3993842290466,220.51536173765075,853.9299800211624,213.41727642317383,883.0285533976661,14634.146341463415
6,3,10,926.9742768964065,2354.7647755460966,534.4155579249281,517.7467734873975,769.5515513852362,860.4465496472855,131.55497652901084,812.6299427571979,14285.714285714283
5,10,19,2728.8513478413347,1990.7948684048217,608.7323328642689,327.2240427548459,950.7069155519278,255.73105478421252,476.91142568839456,1690.3462580203454,16216.216216216215
2,1,5,1336.5062977076707,654.3611697424465,81.87919557828461,66.27531829338614,719.2601753392112,630.1285373673547,1234.7196377746,541.4768878163763,9375.0
4,8,10,1767.592725007769,387.82068462638017,356.187057969339,503.8829031998546,227.537488930559,529.6322283388761,810.8117813226768,322.35153119422995,8695.652173913042
6,5,17,2747.474699604277,2786.2891891023546,926.7303983592338,371.4177496610101,984.6810977241569,1052.400741547098,796.0425156228436,1102.0324302758895,7594.936708860759
6,4,12,1985.4425889677784,1964.9558492059928,216.3050645310589,95.51180832395308,784.9883661666505,779.8175701889492,1606.1059722257512,1748.4606446374205,8450.704225352114
2,8,11,615.624709912583,2450.650685635676,670.2535498559545,83.49865234931303,502.50890498477486,667.0546357142192,1624.5455848614888,754.7698790616736,6741.573033707866
4,7,13,2837.5467337563828,1600.110349083885,305.3301340996507,548.4872870788577,828.5085369111117,191.54989208396577,1647.414443610024,224.22176289635294,13953.488372093025
5,2,8,1994.8117432928282,616.7321101984651,73.81768309403833,411.4441498747047,356.2916763368294,750.4271938286892,647.3151685452458,690.0328490800733,6249.999999999999
1,1,3,1204.2451595741325,638.0016389468861,334.9696616634773,502.69347561055065,453.5191176834,193.61245247546609,1280.9737654019598,969.9651792568579,6185.567010309277
4,4,8,676.0345961911456,2151.0262755182225,1172.4960805974613,531.0179731608924,1105.9338611704688,444.4154961449573,576.343744540941,392.030651142119,9230.769230769229
2,8,11,2443.8680110297987,1461.8259162285492,973.7523075466081,355.91024066754363,391.17513646541926,222.8398398883383,440.2245195650757,1225.6117263349067,27272.727272727276
6,2,9,1974.1964410069863,841.4167620909092,1153.917374525978,324.94442050037355,595.7866257000476,848.9639576077806,430.1825283435803,1796.2189735371371,9230.769230769229
5,3,10,1740.3449483360682,1627.3052762018797,616.1536100760532,275.3436238829644,1074.7608966314567,295.1274097732139,694.7408030508379,878.9223196488255,22222.222222222223
4,1,7,2713.5099742375855,473.364130102862,185.09926649235396,210.659555040938,866.8023393049814,506.71968543434957,842.3288012301005,715.9439753067574,9523.809523809523
1,1,3,2429.2124703062327,1871.3227851688766,684.67381743001,277.71969768946565,130.9116778277611,1081.0692464854076,1515.994607372515,793.1830002819039,6976.744186046512
1,3,5,709.5221752784283,1026.2821919747637,577.9901613983553,471.11140376618914,227.9254704780262,292.9206770748261,321.4170370341563,313.44557970393794,11538.461538461537
3,5,10,1141.6495830479803,2453.4095717204077,1022.5670743231622,373.09635567862495,68.93941347998518,638.8977729130082,1354.6754236234221,1603.899650396056,12499.999999999998
3,3,7,970.9206774990575,1137.9772890936492,171.81414209403883,538.7382752742623,779.2508408612463,537.969693729265,1012.8442558380327,816.9071012758712,8571.42857142857
2,1,6,2308.6549899462275,1529.094402520863,616.5948962048271,282.72660819613697,570.3477049678768,80.6614067921319,603.7481756956673,770.6210111937334,11764.70588235294
4,1,2,390.53757378660436,331.3754577518717,231.05547775114206,376.04105986968983,213.0733300285941,963.7442494730066,947.9369020151452,1228.2796585231968,6666.666666666667
