Fan-in,Fan-out,Combinational Logic Depth,Propagation delay (register to flip-flop) (ps),Propagation delay (flip-flop to register) (ps),Setup time (ps),Hold time (ps),Rise transition time (ps),Fall transition time (ps),Propagation delay (low to high) (ps),Propagation delay (high to low) (ps),Clock pulse (ps)
4,1,6,3493.3874931329005,1458.9711681128747,1101.378781432138,907.7502454323879,209.90445394960517,566.169396915801,1450.8006763238568,1204.1404294700558,37037.03703703704
5,5,7,2853.794411461037,640.1033729803012,909.5584293917058,859.6506806716225,1919.8006218775874,209.69110252772268,1604.2502889804657,2751.749732220166,12500.0
3,7,12,2114.737178555761,3432.500714191483,348.349715806379,684.4144490650862,1891.1762062788134,842.9624513420574,890.6441242551382,258.61552991485314,13513.513513513513
5,10,18,4447.402433658987,2158.3685467569253,1784.5480089568869,613.5604916020151,1591.8601319819759,544.9864047600349,1518.6887068172537,1084.1648234985887,100000.0
5,10,19,2266.002983401859,4389.6121242783665,954.5908327605127,897.6873732326696,1983.5230129720192,517.1524541366236,2053.3581713836325,359.26791377741034,10309.278350515462
2,6,9,4174.697477622097,2629.4445801120073,469.78277245945367,226.06367055227872,1134.5164323204997,1923.739325155565,2303.2959834713197,2346.276485420556,76923.07692307692
3,5,11,2476.107088565983,4856.870425616248,798.7427666668502,125.02070408128718,1929.2598654810915,1270.9709232588757,2310.8306315877567,2165.900871518619,76923.07692307692
3,4,6,2196.2499324120845,1334.8648206640453,886.8465298049613,277.5346614140612,243.64957717182648,1158.069042026982,1818.0951155434473,1127.7862124616877,10989.010989010989
3,2,7,2582.059035513229,4408.804255800249,1672.3220015770612,804.8493647651808,794.7934216966055,889.9726966943116,2732.2073699828,2091.8561261798045,27777.777777777777
5,4,10,1856.2004337386393,3994.6858375628376,1493.8673230666639,82.93675339015915,528.2244092128551,914.9942335172741,2488.7419724571064,1308.6242333486596,19230.76923076923
4,10,18,3864.24221079313,3969.148300898234,1561.6792979185457,603.6664933293152,472.082859855113,1127.7195072923537,2319.7347211561514,2317.5106159828165,14705.882352941177
3,10,16,2762.241755416156,4301.524526525995,120.9594024144297,995.6656403817444,367.5256028960846,1423.2166333686039,355.69546070528975,1471.7142556627768,24390.243902439026
6,3,10,1544.9571281606777,3924.607959243495,890.6925965415468,862.9112891456625,1282.5859189753937,1434.0775827454759,219.25829421501808,1354.3832379286632,23809.523809523806
5,10,19,4548.085579735558,3317.9914473413696,1014.5538881071147,545.3734045914099,1584.5115259198797,426.2184246403542,794.8523761473243,2817.2437633672425,27027.027027027027
2,1,5,2227.5104961794514,1090.6019495707442,136.4653259638077,110.45886382231022,1198.7669588986853,1050.2142289455912,2057.8660629576666,902.4614796939605,15625.0
4,8,10,2945.9878750129487,646.3678077106337,593.645096615565,839.8048386664243,379.2291482175983,882.7203805647936,1351.352968871128,537.2525519903833,14492.753623188404
6,5,17,4579.124499340462,4643.815315170591,1544.5506639320565,619.0295827683501,1641.135162873595,1754.00123591183,1326.7375260380727,1836.7207171264827,12658.227848101265
6,4,12,3309.0709816129643,3274.9264153433214,360.50844088509814,159.18634720658847,1308.3139436110841,1299.6959503149153,2676.8432870429187,2914.101074395701,14084.507042253523
2,8,11,1026.0411831876384,4084.417809392793,1117.089249759924,139.1644205821884,837.5148416412915,1111.7577261903655,2707.575974769148,1257.9497984361226,11235.955056179777
4,7,13,4729.244556260638,2666.850581806475,508.8835568327512,914.1454784647628,1380.8475615185196,319.249820139943,2745.69073935004,373.70293816058825,23255.813953488374
5,2,8,3324.6862388213804,1027.8868503307751,123.02947182339723,685.7402497911745,593.8194605613824,1250.711989714482,1078.8586142420763,1150.0547484667889,10416.666666666666
1,1,3,2007.0752659568875,1063.336064911477,558.2827694391289,837.8224593509178,755.865196139,322.6874207924435,2134.956275669933,1616.6086320947634,10309.278350515462
4,4,8,1126.7243269852427,3585.0437925303713,1954.1601343291022,885.029955268154,1843.2231019507815,740.6924935749288,960.572907568235,653.3844185701984,15384.615384615383
2,8,11,4073.1133517163316,2436.376527047582,1622.9205125776803,593.1837344459061,651.9585607756987,371.3997331472305,733.7075326084595,2042.686210558178,45454.54545454546
6,2,9,3290.3274016783107,1402.3612701515153,1923.1956242099634,541.5740341672893,992.9777095000794,1414.939929346301,716.9708805726339,2993.698289228562,15384.615384615383
5,3,10,2900.574913893447,2712.175460336466,1026.9226834600886,458.90603980494063,1791.268161052428,491.8790162886899,1157.9013384180632,1464.8705327480425,37037.03703703704
4,1,7,4522.51662372931,788.9402168381034,308.49877748725663,351.0992584015633,1444.6705655083024,844.5328090572493,1403.8813353835008,1193.2399588445955,15873.015873015873
1,1,3,4048.6874505103883,3118.8713086147945,1141.1230290500166,462.86616281577614,218.1861297129352,1801.7820774756794,2526.657678954192,1321.9716671365065,11627.906976744187
1,3,5,1182.5369587973805,1710.4703199579396,963.3169356639256,785.1856729436486,379.87578413004366,488.2011284580435,535.6950617235939,522.4092995065632,19230.76923076923
3,5,10,1902.7493050799671,4089.0159528673466,1704.2784572052703,621.827259464375,114.89902246664197,1064.8296215216803,2257.7923727057037,2673.1660839934266,20833.333333333332
3,3,7,1618.201129165096,1896.628815156082,286.3569034900647,897.8971254571038,1298.7514014354106,896.6161562154417,1688.0737597300547,1361.5118354597855,14285.714285714284
2,1,6,3847.758316577046,2548.490670868105,1027.6581603413786,471.21101366022833,950.5795082797947,134.4356779868865,1006.246959492779,1284.3683519895555,19607.843137254902
4,1,2,650.8959563110072,552.2924295864528,385.0924629185701,626.7350997828164,355.12221671432354,1606.2404157883443,1579.8948366919087,2047.132764205328,11111.111111111111
4,8,11,3064.5035819209247,826.010995075515,716.8842610911139,649.7421754373893,1920.0748300078637,231.18722199773947,1039.8377953756635,1437.6935786071456,11363.636363636366
6,10,20,3931.0640858331076,2266.221003830082,1500.9784470368193,612.1123041910092,1106.3534754966777,1001.0845398562118,1869.0294746672566,2015.053712661969,37037.03703703704
6,2,12,4445.445365427872,2659.724756227056,1004.4344458006565,717.5020844312405,559.5972588144894,1165.288760384005,1414.7629839946835,372.04961236620505,31250.0
6,3,11,2039.3678692215835,3200.0924665368666,814.1877417769616,275.56179495606597,1051.1467851939442,1294.0102675677153,660.3354814208604,2478.425362422237,15873.015873015873
3,2,6,4195.657871024058,1812.4816041918646,849.504929283067,536.7455886685011,1391.2786321967048,1408.4000956849636,526.4326087559508,2833.411068062327,25641.02564102564
4,3,8,997.8428162984325,3627.4184875694414,972.9488599713746,149.01356266793027,244.85451414977248,581.2175286931587,1730.7479098019642,2016.5430812462807,14925.373134328356
4,7,16,4309.035312805331,4370.550787351421,1591.5314332904081,415.2857612625719,621.9372485909947,118.95967565105381,2726.7564932010896,2872.7846008046704,12987.012987012988
1,1,3,1073.698980493921,4009.3294500200736,1794.9609089864452,513.2837151902012,1633.2344326795878,1474.5429584743329,1163.0815223615193,624.0104802358973,13157.894736842107
3,10,10,2287.792807521653,678.2847140676072,1915.135904357464,669.6130465681989,973.3632537650562,1117.7475387603995,2252.400300223345,1536.76533054499,12500.0
5,8,19,4087.829146007991,2662.28126266023,1595.1164338850608,953.0044999568933,1138.4965698613603,1688.6236360937728,2044.2517938313474,1885.0588550472523,37037.03703703704
3,10,7,1174.6284230694819,972.1858028817869,699.2731019212241,620.6185132209381,922.3504041979916,1660.6378895113191,2808.353760066547,1828.8626127793227,62500.0
5,10,13,1531.6312785468867,1589.2025713813734,1407.45594156443,756.4142203677318,183.40989102170974,1702.3197187969781,2498.7468484375945,1324.0929814493209,20408.16326530612
1,10,15,3750.136557768798,4939.981669702159,931.4459357052446,530.9527565204426,414.9245816582963,1021.6798539611262,1786.4947249352963,1146.6363462255317,12658.227848101265
2,2,5,3740.1644144573347,1141.2299430568096,583.8741818874972,652.3988298075147,946.5291136095927,733.8939520900448,2039.6853950555003,555.1072631411727,10526.315789473685
4,3,7,3385.1643479838376,2744.996690531102,1697.656000909253,117.38560532708475,497.4523842750629,1603.960584923603,2715.4821064352977,1296.8788615743788,13513.513513513513
1,9,12,3622.7680001019503,3281.7008044315357,173.01006302841748,291.6720017997546,194.9601544533896,957.4588147555843,1318.6525968434173,655.4502822953583,12987.012987012988
4,7,15,2942.259995064183,3661.0923674484675,1813.3477850573047,393.76043854488177,1702.9343616984652,448.5401731665256,1115.0251764017767,2256.2238941782116,17241.379310344826
6,4,9,1633.0957650812875,3018.4190756911134,976.8071827869949,498.86868725618785,1964.26580541182,1724.4506371668015,230.27103417854977,784.7266193848519,16393.442622950817
2,10,7,2055.6319707676375,543.9688133863265,1310.6828059357329,93.36630822726455,1606.971460593805,1776.8637658674597,2514.3430077361,363.98285479669477,26315.789473684214
